"img","desc","source"
"https://www.bellacoolamuseum.ca/popup.html?photos/2007_021_005P.jpg","Thorvald Svendsen Collection, Bella Coola 1920's","Bella Coola Valley Museum, B.C. Central Coast Archives"
"https://www.bellacoolamuseum.ca/popup.html?photos/2006_013_043P.jpg","Betty Sangster Collection, Bella Coola","Bella Coola Valley Museum, B.C. Central Coast Archives"
"https://www.bellacoolamuseum.ca/popup.html?photos/2006_013_058P.jpg","Betty Sangster Collection, Bella Coola","Bella Coola Valley Museum, B.C. Central Coast Archives"
"https://www.bellacoolamuseum.ca/popup.html?photos/2005_020_008P.jpg","Fishing fleet moored at Tallio Cannery [1931], Bella Coola","Bella Coola Valley Museum, B.C. Central Coast Archives"
"https://www.bellacoolamuseum.ca/popup.html?photos/2007_009_002(b)P.jpg","Moored fishing boats crowded together, Rene Morton Collection, Bella Coola","Bella Coola Valley Museum, B.C. Central Coast Archives"
"https://www.bellacoolamuseum.ca/popup.html?photos/2007_009_002(c)P.jpg","Moored fishing boats crowding together, Rene Morton Collection, Bella Coola","Bella Coola Valley Museum, B.C. Central Coast Archives"
"https://www.bellacoolamuseum.ca/popup.html?photos/2007_025_015P.jpg","Small fishing boats being towed, M.F. MacDonald, Bella Coola","Bella Coola Valley Museum, B.C. Central Coast Archives"
"https://www.bellacoolamuseum.ca/popup.html?photos/2007_025_016P.jpg","Small fishing boats being towed, M.F. MacDonald, Bella Coola","Bella Coola Valley Museum, B.C. Central Coast Archives"
"https://www.bellacoolamuseum.ca/popup.html?photos/2007_025_021P.jpg","Fishing boat, M.F. MacDonald, Bella Coola","Bella Coola Valley Museum, B.C. Central Coast Archives"
"https://www.bellacoolamuseum.ca/popup.html?photos/2007_031_042P.jpg","Powered boat towing line of small fishing boats out to sea, Widsten Photo Albums, Bella Coola","Bella Coola Valley Museum, B.C. Central Coast Archives"





