img,source,desc
https://raw.githubusercontent.com/stevenrossi/fishpoasting/main/poissons/poissons69.png,Poissons d’eau douce du Canada (Freshwater Fish of Canada) by André-Napoléon Montpetit (1897),
https://raw.githubusercontent.com/stevenrossi/fishpoasting/main/poissons/poissons70.png,Poissons d’eau douce du Canada (Freshwater Fish of Canada) by André-Napoléon Montpetit (1897),
https://raw.githubusercontent.com/stevenrossi/fishpoasting/main/poissons/poissons71.png,Poissons d’eau douce du Canada (Freshwater Fish of Canada) by André-Napoléon Montpetit (1897),
https://raw.githubusercontent.com/stevenrossi/fishpoasting/main/poissons/poissons72.png,Poissons d’eau douce du Canada (Freshwater Fish of Canada) by André-Napoléon Montpetit (1897),
https://raw.githubusercontent.com/stevenrossi/fishpoasting/main/poissons/poissons73.png,Poissons d’eau douce du Canada (Freshwater Fish of Canada) by André-Napoléon Montpetit (1897),
https://raw.githubusercontent.com/stevenrossi/fishpoasting/main/poissons/poissons74.png,Poissons d’eau douce du Canada (Freshwater Fish of Canada) by André-Napoléon Montpetit (1897),
https://raw.githubusercontent.com/stevenrossi/fishpoasting/main/poissons/poissons75.png,Poissons d’eau douce du Canada (Freshwater Fish of Canada) by André-Napoléon Montpetit (1897),
https://raw.githubusercontent.com/stevenrossi/fishpoasting/main/poissons/poissons76.png,Poissons d’eau douce du Canada (Freshwater Fish of Canada) by André-Napoléon Montpetit (1897),
https://raw.githubusercontent.com/stevenrossi/fishpoasting/main/poissons/poissons77.png,Poissons d’eau douce du Canada (Freshwater Fish of Canada) by André-Napoléon Montpetit (1897),
https://raw.githubusercontent.com/stevenrossi/fishpoasting/main/poissons/poissons78.png,Poissons d’eau douce du Canada (Freshwater Fish of Canada) by André-Napoléon Montpetit (1897),
https://raw.githubusercontent.com/stevenrossi/fishpoasting/main/poissons/poissons79.png,Poissons d’eau douce du Canada (Freshwater Fish of Canada) by André-Napoléon Montpetit (1897),
https://raw.githubusercontent.com/stevenrossi/fishpoasting/main/poissons/poissons80.png,Poissons d’eau douce du Canada (Freshwater Fish of Canada) by André-Napoléon Montpetit (1897),
https://raw.githubusercontent.com/stevenrossi/fishpoasting/main/poissons/poissons81.png,Poissons d’eau douce du Canada (Freshwater Fish of Canada) by André-Napoléon Montpetit (1897),
https://raw.githubusercontent.com/stevenrossi/fishpoasting/main/poissons/poissons82.png,Poissons d’eau douce du Canada (Freshwater Fish of Canada) by André-Napoléon Montpetit (1897),
